Target Name	Target Accession	Target Length	Query Name	Query Accession	Query Length	E-value	Score	Bias	Domain Index	Domain Count	Cond. E-value	Domain Ind. E-value	Domain Bit-score	Domain Bias	Query Ali. Start	Query Ali. End	Target Ali. Start	Target Ali. End	Target Env. Start	Target Env. End	Acc	Description	Mapped PDB(s)	Number of Identical Sequences
A0A2H3KJW1_9CHLR	A0A2H3KJW1_9CHLR	430	SPASM	-	68	1.6e-05	36.3	0.7	1	1	8.4e-09	5.7e-05	34.5813217163086	0.16	9	68	260	316	249	316	0.88	Anaerobic sulfatase maturase		0
H5X7N5_9PSEU	H5X7N5_9PSEU	423	SPASM	-	68	2.7e-05	35.6	0.0	1	1	9.8e-09	6.7e-05	34.3527488708496	0.04	5	68	265	326	258	326	0.87	Anaerobic sulfatase-maturating enzyme		0
A0A081BM21_9BACT	A0A081BM21_9BACT	417	SPASM	-	68	2.8e-05	35.6	0.2	1	1	1.4e-08	9.4e-05	33.8722991943359	0.18	8	68	268	324	258	324	0.87	Radical SAM domain protein		0
A0A168QLI3_9BACL	A0A168QLI3_9BACL	414	SPASM	-	68	3.3e-05	35.3	0.8	1	1	4.8e-09	3.3e-05	35.3469657897949	0.76	6	68	270	328	262	328	0.87	Anaerobic sulfatase maturase		0
A0A1X1MY15_9VIBR	A0A1X1MY15_9VIBR	440	SPASM	-	68	4.4e-05	34.9	0.7	1	1	1.7e-08	0.00012	33.5858573913574	0.71	4	67	282	342	276	343	0.85	Sulfatase maturase		0
E1R4P8_SEDSS	E1R4P8_SEDSS	422	SPASM	-	68	5.6e-05	34.6	0.2	1	1	2.1e-08	0.00014	33.2874069213867	0.24	4	68	271	331	265	331	0.81	Radical SAM domain protein		0
A0A1I5I3K5_9RHIZ	A0A1I5I3K5_9RHIZ	449	SPASM	-	68	6.6e-05	34.4	0.1	1	1	2.4e-08	0.00016	33.1162910461426	0.15	5	68	284	344	277	344	0.86	Uncharacterized protein		0
A0A0M2VN55_9BACL	A0A0M2VN55_9BACL	416	SPASM	-	68	6.9e-05	34.3	0.1	1	1	2.8e-08	0.00019	32.916561126709	0.11	6	68	271	329	263	329	0.90	Radical SAM protein		0
A9MIY7_SALAR	A9MIY7_SALAR	459	SPASM	-	68	8.0e-05	34.1	0.7	1	1	2.7e-08	0.00018	32.9508018493652	0.25	5	68	305	365	298	365	0.86	Uncharacterized protein		0
Q8ZKV2_SALTY	Q8ZKV2_SALTY	447	SPASM	-	68	0.00013	33.5	0.3	1	1	5.6e-08	0.00038	31.935697555542	0.26	5	68	293	353	286	353	0.86	Putative arylsulfatase regulator		0
A0A285M8T0_9RHIZ	A0A285M8T0_9RHIZ	444	SPASM	-	68	0.00016	33.1	0.1	1	1	5.5e-08	0.00037	31.9532623291016	0.13	5	68	284	344	277	344	0.86	Uncharacterized protein		0
A0A098M9T4_9BACL	A0A098M9T4_9BACL	414	SPASM	-	68	0.00017	33.1	0.4	1	1	2.5e-08	0.00017	33.0635948181152	0.36	6	68	270	328	262	328	0.85	Radical SAM protein		0
F4BZY2_METSG	F4BZY2_METSG	428	SPASM	-	68	0.00017	33.1	0.2	1	1	6.0e-08	0.0004	31.8487243652344	0.17	4	68	271	332	265	332	0.87	Anaerobic sulfatase-maturating enzyme		0
A0A081BYZ2_9BACT	A0A081BYZ2_9BACT	417	SPASM	-	68	0.00028	32.4	0.1	1	1	1.6e-07	0.0011	30.4418601989746	0.09	8	68	268	325	258	325	0.87	Radical SAM domain protein		0
D6TX79_9CHLR	D6TX79_9CHLR	434	SPASM	-	68	0.00046	31.7	0.2	1	1	1.6e-07	0.0011	30.4415950775146	0.20	5	68	278	338	271	338	0.87	Radical SAM domain protein		0
A0A1H9XIL8_9MICO	A0A1H9XIL8_9MICO	461	SPASM	-	68	0.00052	31.5	0.1	1	1	1.9e-07	0.0013	30.2149696350098	0.11	4	68	301	362	295	362	0.90	Uncharacterized protein		0
A0A1S2KB30_9ACTN	A0A1S2KB30_9ACTN	453	SPASM	-	68	0.00058	31.4	0.1	1	1	1.6e-07	0.0011	30.449878692627	0.06	5	68	297	357	290	357	0.86	Anaerobic sulfatase maturase		0
D7CUI8_TRURR	D7CUI8_TRURR	434	SPASM	-	68	0.00062	31.3	0.0	1	1	2.1e-07	0.0014	30.1289386749268	0.02	5	68	276	336	269	336	0.88	Radical SAM domain protein		0
W1I0G8_KLEPN	W1I0G8_KLEPN	424	SPASM	-	68	0.00097	30.6	2.0	1	1	1.9e-07	0.0013	30.2595405578613	0.32	5	68	277	337	270	337	0.86	Putative regulatory protein		0
A0A0U3FHT4_9ACTN	A0A0U3FHT4_9ACTN	450	SPASM	-	68	0.00099	30.6	0.1	1	1	3.4e-07	0.0023	29.44411277771	0.05	5	68	297	357	290	357	0.84	Anaerobic sulfatase maturase		0
A0A127CFH3_9RHIZ	A0A127CFH3_9RHIZ	431	SPASM	-	68	0.0015	30.0	0.1	1	1	4.7e-07	0.0032	28.9820976257324	0.11	9	68	277	333	266	333	0.82	Uncharacterized protein		0
A0A498H2P9_9EURY	A0A498H2P9_9EURY	432	SPASM	-	68	0.0016	30.0	0.0	1	1	6.7e-07	0.0045	28.4827766418457	0.03	8	67	277	333	267	334	0.83	Anaerobic sulfatase maturase		0
A0A1T4TG60_9RHIZ	A0A1T4TG60_9RHIZ	433	SPASM	-	68	0.0017	29.9	0.1	1	1	5.5e-07	0.0037	28.7595558166504	0.12	5	68	273	333	266	333	0.85	Uncharacterized protein		0
A0A420E710_9ALTE	A0A420E710_9ALTE	433	SPASM	-	68	0.0018	29.7	0.4	1	1	2.7e-07	0.0018	29.7472171783447	0.36	4	68	278	339	272	339	0.84	Anaerobic sulfatase maturase		0
F3YZT8_DESAF	F3YZT8_DESAF	452	SPASM	-	68	0.0037	28.8	0.0	1	1	1.4e-06	0.0093	27.4802513122559	0.02	6	67	274	332	266	333	0.85	Radical SAM domain protein		0
W9G6A5_9MICO	W9G6A5_9MICO	454	SPASM	-	68	0.0072	27.8	0.0	1	1	2.4e-06	0.016	26.7243709564209	0.01	5	68	291	352	284	352	0.85	Sulfatase maturase		0
