Target Name	Target Accession	Target Length	Query Name	Query Accession	Query Length	E-value	Score	Bias	Domain Index	Domain Count	Cond. E-value	Domain Ind. E-value	Domain Bit-score	Domain Bias	Query Ali. Start	Query Ali. End	Target Ali. Start	Target Ali. End	Target Env. Start	Target Env. End	Acc	Description	Mapped PDB(s)	Number of Identical Sequences
A0A0L6TZ84_9FIRM	A0A0L6TZ84_9FIRM	416	SPASM	-	68	7.5e-08	43.8	0.1	1	1	3.0e-11	2.0e-07	42.4289131164551	0.12	5	68	289	349	282	349	0.88	Sulfatase maturase		0
D1AK39_SEBTE	D1AK39_SEBTE	369	SPASM	-	68	8.0e-08	43.7	3.0	1	1	1.2e-11	8.0e-08	43.7076835632324	3.01	8	68	265	321	255	321	0.83	Radical SAM domain protein		0
A0A3S0JYV6_9BACI	A0A3S0JYV6_9BACI	365	SPASM	-	68	9.4e-08	43.5	0.2	1	1	3.6e-11	2.4e-07	42.1708450317383	0.20	6	68	254	312	246	312	0.88	Anaerobic sulfatase maturase		0
A0A1C3EIL5_9GAMM	A0A1C3EIL5_9GAMM	390	SPASM	-	68	1.0e-07	43.4	0.1	1	1	5.5e-11	3.7e-07	41.5666389465332	0.13	1	68	322	384	322	384	0.92	Uncharacterized protein		0
U7V550_9FUSO	U7V550_9FUSO	365	SPASM	-	68	1.1e-07	43.3	1.5	1	1	5.2e-11	3.5e-07	41.6508674621582	0.13	5	68	260	319	253	319	0.82	Anaerobic sulfatase maturase		0
K6DWW9_9BACI	K6DWW9_9BACI	418	SPASM	-	68	1.2e-07	43.2	3.0	1	1	2.6e-11	1.8e-07	42.6189498901367	0.77	4	68	287	348	281	348	0.86	Radical SAM domain-containing protein		0
A0A4R2TCV6_9CLOT	A0A4R2TCV6_9CLOT	459	SPASM	-	68	1.4e-07	43.0	0.7	1	1	8.1e-11	5.5e-07	41.026481628418	0.28	1	64	397	454	397	456	0.83	Radical SAM protein with 4Fe4S-binding SPASM domain		0
R9IMS2_9FIRM	R9IMS2_9FIRM	388	SPASM	-	68	1.5e-07	42.8	0.5	1	1	6.8e-11	4.6e-07	41.266529083252	0.49	1	67	319	380	319	381	0.90	Uncharacterized protein		0
F3ANY1_9FIRM	F3ANY1_9FIRM	368	SPASM	-	68	1.6e-07	42.8	1.6	1	1	5.6e-11	3.8e-07	41.5550804138184	1.61	5	68	267	326	260	326	0.89	Uncharacterized protein		0
A0A1T5HMN6_9BACT	A0A1T5HMN6_9BACT	396	SPASM	-	68	1.7e-07	42.7	0.4	1	1	7.1e-11	4.8e-07	41.2134666442871	0.36	6	67	268	325	260	326	0.84	Uncharacterized protein		0
O27813_METTH	O27813_METTH	353	SPASM	-	68	3.8e-07	41.5	0.7	1	1	1.5e-10	1.0e-06	40.1335182189941	0.69	1	68	244	308	244	316	0.82	Coenzyme PQQ synthesis protein		0
A0A1M7AI35_9FIRM	A0A1M7AI35_9FIRM	372	SPASM	-	68	4.0e-07	41.5	2.4	1	1	8.7e-10	5.9e-06	37.7322273254395	0.50	5	67	262	320	255	321	0.84	Uncharacterized protein		0
A0A1U7IQR8_9CYAN	A0A1U7IQR8_9CYAN	423	SPASM	-	68	4.9e-07	41.2	0.2	1	1	1.6e-10	1.1e-06	40.0947875976562	0.16	5	68	277	337	270	337	0.88	Anaerobic sulfatase maturase		0
A0A242KDZ7_9ENTE	A0A242KDZ7_9ENTE	370	SPASM	-	68	5.5e-07	41.0	0.7	1	1	3.5e-10	2.4e-06	38.9968223571777	0.78	4	68	261	321	255	321	0.86	Anaerobic sulfatase maturase		0
E0RX05_BUTPB	E0RX05_BUTPB	397	SPASM	-	68	6.0e-07	40.9	2.5	1	1	1.0e-10	6.9e-07	40.7049026489258	0.96	1	68	326	389	326	392	0.84	Radical SAM domain-containing protein		0
A0A2K8U8V5_9GAMM	A0A2K8U8V5_9GAMM	491	SPASM	-	68	6.9e-07	40.7	0.0	1	1	3.1e-10	2.1e-06	39.1665153503418	0.03	1	68	377	441	377	441	0.85	Uncharacterized protein		0
A0A1M4ZY06_9BACL	A0A1M4ZY06_9BACL	400	SPASM	-	68	7.5e-07	40.6	0.4	1	1	2.6e-10	1.8e-06	39.4134292602539	0.37	3	68	265	328	260	328	0.82	Radical SAM additional 4Fe4S-binding SPASM domain-containing protein		0
W0EL56_9BACT	W0EL56_9BACT	412	SPASM	-	68	7.5e-07	40.6	0.4	1	1	2.6e-10	1.7e-06	39.4256286621094	0.40	9	68	287	343	276	343	0.87	Sulfatase-maturase		0
A0A4R1YDK4_9BACI	A0A4R1YDK4_9BACI	395	SPASM	-	68	8.5e-07	40.4	1.1	1	1	3.5e-10	2.4e-06	38.9994735717773	1.08	5	68	267	325	260	325	0.86	Uncharacterized protein		0
A0A1M6EXP6_9FIRM	A0A1M6EXP6_9FIRM	421	SPASM	-	68	8.7e-07	40.4	0.5	1	1	3.7e-10	2.5e-06	38.9078941345215	0.51	4	68	287	348	281	348	0.87	Uncharacterized protein		0
C5EML9_9FIRM	C5EML9_9FIRM	362	SPASM	-	68	9.9e-07	40.2	0.8	1	1	5.7e-10	3.9e-06	38.3178100585938	0.83	5	67	262	320	255	321	0.81	Anaerobic sulfatase maturase		0
D5ELQ8_CORAD	D5ELQ8_CORAD	426	SPASM	-	68	1.0e-06	40.2	0.7	1	1	4.0e-10	2.7e-06	38.8049659729004	0.08	4	68	292	353	286	353	0.87	Radical SAM domain protein		0
A0A3Q9I972_9BACL	A0A3Q9I972_9BACL	391	SPASM	-	68	1.3e-06	39.9	0.3	1	1	6.0e-10	4.1e-06	38.2421073913574	0.33	1	67	322	383	322	384	0.92	Radical SAM protein		0
A0A1T4ULV7_9GAMM	A0A1T4ULV7_9GAMM	361	SPASM	-	68	1.3e-06	39.8	1.3	1	1	8.8e-10	5.9e-06	37.7207794189453	0.53	6	68	261	317	253	317	0.83	Uncharacterized protein		0
A0A1C2GFN0_9SPHI	A0A1C2GFN0_9SPHI	307	SPASM	-	68	1.4e-06	39.8	0.1	1	1	4.5e-10	3.0e-06	38.6453247070312	0.14	1	67	235	294	235	295	0.91	Uncharacterized protein		0
A0A3N4W9E5_9PAST	A0A3N4W9E5_9PAST	361	SPASM	-	68	1.6e-06	39.5	1.5	1	1	5.4e-10	3.6e-06	38.4046516418457	1.50	4	68	248	308	242	313	0.82	Uncharacterized protein		0
A0A1H8A5M2_9FIRM	A0A1H8A5M2_9FIRM	336	SPASM	-	68	1.6e-06	39.5	1.0	1	1	2.4e-10	1.6e-06	39.5212669372559	0.97	1	68	239	302	239	302	0.91	Radical SAM additional 4Fe4S-binding SPASM domain-containing protein		0
A0A095VA24_9RHIZ	A0A095VA24_9RHIZ	411	SPASM	-	68	1.7e-06	39.5	0.9	1	1	4.2e-10	2.9e-06	38.7302551269531	0.09	5	68	289	349	282	349	0.87	Sulfatase maturase		0
A0A315ZBT6_9BACT	A0A315ZBT6_9BACT	437	SPASM	-	68	1.7e-06	39.4	0.7	1	1	5.9e-10	4.0e-06	38.2642860412598	0.69	6	68	299	358	291	358	0.87	Transcriptional regulator		0
A0A1Y4HTY1_9FIRM	A0A1Y4HTY1_9FIRM	376	SPASM	-	68	2.1e-06	39.1	0.7	1	1	3.2e-10	2.1e-06	39.1359748840332	0.68	7	68	264	321	255	321	0.80	Anaerobic sulfatase maturase		0
F8N8P9_9BACT	F8N8P9_9BACT	410	SPASM	-	68	2.2e-06	39.1	0.4	1	1	6.7e-10	4.5e-06	38.0924949645996	0.43	9	68	286	342	275	342	0.85	Transcriptional regulator		0
A0A2M8T8M4_9CLOT	A0A2M8T8M4_9CLOT	377	SPASM	-	68	2.3e-06	39.1	1.8	1	1	3.3e-10	2.3e-06	39.0670928955078	1.77	4	68	261	321	255	321	0.83	Anaerobic sulfatase maturase		0
E3G5V2_ENTLS	E3G5V2_ENTLS	420	SPASM	-	68	2.3e-06	39.0	0.1	1	1	8.0e-10	5.4e-06	37.8437652587891	0.14	5	68	310	370	303	370	0.86	Radical SAM domain protein		0
D1YWY5_METPS	D1YWY5_METPS	375	SPASM	-	68	2.4e-06	39.0	0.0	1	1	1.0e-09	7.0e-06	37.4980087280273	0.04	1	68	258	323	258	323	0.84	Elp3 domain-containing protein		0
A0A1T0AX73_9PAST	A0A1T0AX73_9PAST	354	SPASM	-	68	2.5e-06	38.9	0.8	1	1	9.6e-10	6.5e-06	37.5897331237793	0.77	4	68	249	309	243	309	0.82	Anaerobic sulfatase maturase		0
A0A4Q8RVS6_9BACT	A0A4Q8RVS6_9BACT	400	SPASM	-	68	2.5e-06	38.9	0.6	1	1	3.7e-10	2.5e-06	38.9154434204102	0.56	6	67	270	327	262	328	0.87	Anaerobic sulfatase maturase		0
A0A4Q9I0G2_9ACTN	A0A4Q9I0G2_9ACTN	320	SPASM	-	68	2.7e-06	38.8	0.3	1	1	8.4e-10	5.7e-06	37.7851104736328	0.29	1	64	188	255	188	266	0.74	Radical SAM protein		0
A0A1H7YFX1_9RHOB	A0A1H7YFX1_9RHOB	422	SPASM	-	68	2.8e-06	38.8	0.0	1	1	9.6e-10	6.5e-06	37.586727142334	0.04	5	68	288	348	281	348	0.86	Uncharacterized protein		0
D7UWU0_LISGR	D7UWU0_LISGR	370	SPASM	-	68	3.0e-06	38.7	1.9	1	1	4.4e-10	3.0e-06	38.674560546875	1.86	5	68	262	321	255	321	0.83	Putative anaerobic sulfatase maturase		0
F5LCP3_9BACL	F5LCP3_9BACL	391	SPASM	-	68	3.2e-06	38.6	0.4	1	1	1.4e-09	9.4e-06	37.0851020812988	0.44	1	67	322	383	322	384	0.91	Radical SAM domain protein		0
A0A2V2N9R3_9EURY	A0A2V2N9R3_9EURY	369	SPASM	-	68	3.5e-06	38.5	0.3	1	1	2.0e-09	1.4e-05	36.5591773986816	0.28	1	67	261	325	261	326	0.77	SynChlorMet cassette radical SAM/SPASM protein ScmE		0
A0A3P1ZBJ9_9BACT	A0A3P1ZBJ9_9BACT	397	SPASM	-	68	3.6e-06	38.4	0.2	1	1	1.2e-09	8.2e-06	37.2603645324707	0.17	5	68	269	329	262	329	0.83	Anaerobic sulfatase-maturation protein		0
A0A0A3AK02_9PAST	A0A0A3AK02_9PAST	359	SPASM	-	68	3.6e-06	38.4	1.2	1	1	1.4e-09	9.8e-06	37.0273857116699	0.85	5	68	251	310	244	310	0.85	Sulfatase maturase		0
Q8ZPW1_SALTY	Q8ZPW1_SALTY	398	SPASM	-	68	3.8e-06	38.3	0.2	1	1	1.6e-09	1.0e-05	36.924446105957	0.18	5	68	270	329	263	329	0.86	Arylsulfatase regulator		0
A0A0M2VWU7_9BACL	A0A0M2VWU7_9BACL	391	SPASM	-	68	4.3e-06	38.2	0.4	1	1	1.7e-09	1.2e-05	36.7742538452148	0.38	1	67	322	383	322	384	0.91	Radical SAM protein		0
A0A261F3J0_9BIFI	A0A261F3J0_9BIFI	443	SPASM	-	68	5.1e-06	37.9	0.2	1	1	1.9e-09	1.3e-05	36.6632423400879	0.20	5	68	312	372	305	372	0.88	Anaerobic sulfatase maturase		0
A0A168MNZ1_9BACL	A0A168MNZ1_9BACL	391	SPASM	-	68	5.1e-06	37.9	0.2	1	1	3.2e-09	2.1e-05	35.9287948608398	0.06	3	67	324	383	322	384	0.86	Radical SAM protein		0
A0A1H3UV82_9BACI	A0A1H3UV82_9BACI	376	SPASM	-	68	5.2e-06	37.9	0.7	1	1	2.1e-09	1.4e-05	36.5150489807129	0.07	4	68	261	321	255	321	0.86	Uncharacterized protein		0
A0A090T0C5_9VIBR	A0A090T0C5_9VIBR	425	SPASM	-	68	5.6e-06	37.8	0.1	1	1	1.8e-09	1.2e-05	36.7218360900879	0.11	5	68	299	359	292	359	0.86	Putative arylsulfatase regulatory protein		0
B1KPE6_SHEWM	B1KPE6_SHEWM	431	SPASM	-	68	5.6e-06	37.8	0.3	1	1	2.0e-09	1.3e-05	36.5886840820312	0.33	5	68	318	378	311	378	0.87	Radical SAM domain protein		0
V9GJT0_9BACL	V9GJT0_9BACL	391	SPASM	-	68	5.7e-06	37.8	0.4	1	1	2.4e-09	1.6e-05	36.3069000244141	0.35	1	67	322	383	322	384	0.91	AstB/chuR/nirj-related protein		0
Q01S17_SOLUE	Q01S17_SOLUE	300	SPASM	-	68	5.9e-06	37.7	0.1	1	1	1.5e-09	1.0e-05	36.9333992004395	0.12	1	67	230	289	230	290	0.92	Fe-S protein, radical SAM family		0
A7HLD1_FERNB	A7HLD1_FERNB	317	SPASM	-	68	6.1e-06	37.7	1.1	1	1	2.3e-09	1.6e-05	36.3498344421387	1.11	1	67	230	287	230	295	0.80	Radical SAM domain protein		0
A0A1Y6J2M5_9VIBR	A0A1Y6J2M5_9VIBR	410	SPASM	-	68	6.2e-06	37.7	2.2	1	1	3.7e-09	2.5e-05	35.7252235412598	1.16	4	67	279	339	273	340	0.83	Uncharacterized protein		0
E7GBN8_9FIRM	E7GBN8_9FIRM	361	SPASM	-	68	6.9e-06	37.5	1.8	1	1	2.0e-09	1.3e-05	36.5759391784668	0.84	5	68	260	319	253	319	0.83	Uncharacterized protein		0
A0A380LIA4_9FIRM	A0A380LIA4_9FIRM	361	SPASM	-	68	7.2e-06	37.5	3.5	1	1	4.2e-09	2.8e-05	35.5417289733887	3.26	1	68	255	318	252	318	0.82	Anaerobic sulfatase-maturating enzyme		0
C9MNT3_9BACT	C9MNT3_9BACT	396	SPASM	-	68	7.3e-06	37.4	0.4	1	1	2.8e-09	1.9e-05	36.1157188415527	0.44	9	68	272	328	261	328	0.86	Anaerobic sulfatase maturase		0
A0A1V4B106_9PAST	A0A1V4B106_9PAST	378	SPASM	-	68	7.3e-06	37.4	0.5	1	1	2.7e-09	1.8e-05	36.1787948608398	0.47	4	68	263	323	257	323	0.86	Regulator of arylsulfatase activity		0
A0A1X7IW46_9BACL	A0A1X7IW46_9BACL	390	SPASM	-	68	7.5e-06	37.4	0.1	1	1	2.8e-09	1.9e-05	36.0944709777832	0.06	1	67	321	382	321	383	0.90	Radical SAM additional 4Fe4S-binding SPASM domain-containing protein		0
Q0W7S1_METAR	Q0W7S1_METAR	402	SPASM	-	68	7.7e-06	37.4	0.4	1	1	2.2e-09	1.5e-05	36.4184837341309	0.38	6	68	268	327	260	327	0.89	Arylsulfatase regulator		0
A0A1X7HGE9_9BACL	A0A1X7HGE9_9BACL	391	SPASM	-	68	9.0e-06	37.1	0.4	1	1	3.7e-09	2.5e-05	35.7166938781738	0.35	1	67	322	383	322	384	0.91	Radical SAM additional 4Fe4S-binding SPASM domain-containing protein		0
A0A1J1LFK5_9CYAN	A0A1J1LFK5_9CYAN	413	SPASM	-	68	9.3e-06	37.1	0.3	1	1	3.0e-09	2.1e-05	35.9848518371582	0.34	5	68	277	337	270	337	0.85	Anaerobic sulfatase-maturating enzyme		0
A0A0H3FJX4_KLEAK	A0A0H3FJX4_KLEAK	420	SPASM	-	68	1.1e-05	36.9	0.1	1	1	3.7e-09	2.5e-05	35.7278137207031	0.14	5	68	310	370	303	370	0.86	Radical SAM domain-containing protein		0
R6I8I6_9FIRM	R6I8I6_9FIRM	357	SPASM	-	68	1.1e-05	36.9	2.5	1	1	1.9e-08	0.00013	33.4171905517578	2.43	1	67	251	313	248	314	0.81	Uncharacterized protein		0
A0A0F0CH05_9CLOT	A0A0F0CH05_9CLOT	363	SPASM	-	68	1.1e-05	36.8	1.1	1	1	6.5e-09	4.4e-05	34.931999206543	1.12	7	67	264	320	255	321	0.84	Anaerobic sulfatase-maturating enzyme		0
A0A090SVH1_9VIBR	A0A090SVH1_9VIBR	422	SPASM	-	68	1.2e-05	36.7	0.2	1	1	3.8e-09	2.6e-05	35.6629371643066	0.23	6	68	285	344	277	344	0.83	Putative arylsulfatase regulatory protein		0
G9RXD8_9FIRM	G9RXD8_9FIRM	375	SPASM	-	68	1.3e-05	36.6	0.2	1	1	5.0e-09	3.4e-05	35.2880973815918	0.20	5	67	264	322	257	328	0.81	Anaerobic sulfatase maturase		0
A0A395YKQ0_9CLOT	A0A395YKQ0_9CLOT	357	SPASM	-	68	1.4e-05	36.5	2.6	1	1	9.8e-09	6.6e-05	34.3579864501953	2.63	4	68	253	312	247	312	0.82	Anaerobic sulfatase maturase		0
D9R051_CLOSW	D9R051_CLOSW	372	SPASM	-	68	1.5e-05	36.4	3.4	1	1	2.5e-09	1.7e-05	36.2337684631348	1.24	5	67	262	320	255	321	0.81	Radical SAM domain protein		0
A0A4R5KXD6_9BACL	A0A4R5KXD6_9BACL	366	SPASM	-	68	1.7e-05	36.3	0.1	1	1	4.9e-09	3.3e-05	35.319221496582	0.14	1	68	234	300	234	300	0.78	PqqA peptide cyclase		0
Q87IC2_VIBPA	Q87IC2_VIBPA	433	SPASM	-	68	1.9e-05	36.1	0.2	1	1	5.9e-09	4.0e-05	35.0636520385742	0.23	5	68	317	377	310	377	0.86	Putative arylsulfatase regulator		0
Q8TR79_METAC	Q8TR79_METAC	446	SPASM	-	68	1.9e-05	36.1	0.6	1	1	1.0e-08	6.9e-05	34.3128509521484	0.60	1	67	364	417	364	427	0.82	Tungsten-containing aldehyde ferredoxin oxidoreductase cofactor modifying protein		0
A0A1M5UD00_9CLOT	A0A1M5UD00_9CLOT	372	SPASM	-	68	2.0e-05	36.0	3.2	1	1	9.2e-09	6.3e-05	34.4420509338379	3.21	5	68	263	322	256	322	0.80	Uncharacterized protein		0
E6SPB2_BACT6	E6SPB2_BACT6	414	SPASM	-	68	2.0e-05	36.0	0.4	1	1	8.9e-09	6.0e-05	34.4940948486328	0.40	9	68	286	342	275	342	0.86	Transcriptional regulator		0
A7HFD2_ANADF	A7HFD2_ANADF	397	SPASM	-	68	2.1e-05	36.0	0.1	1	1	6.7e-09	4.5e-05	34.8980026245117	0.08	5	68	267	327	260	327	0.86	Radical SAM domain protein		0
A0A0E3SJY3_METBA	A0A0E3SJY3_METBA	343	SPASM	-	68	2.3e-05	35.8	0.3	1	1	1.2e-08	8.2e-05	34.0698890686035	0.33	1	68	228	293	228	293	0.83	Heme biosynthesis protein		0
A0A498E8U0_9ACTN	A0A498E8U0_9ACTN	418	SPASM	-	68	2.5e-05	35.7	0.1	1	1	7.4e-09	5.0e-05	34.7592506408691	0.09	4	68	287	349	281	349	0.82	Radical SAM protein		0
A0A1G8PDT2_9FIRM	A0A1G8PDT2_9FIRM	337	SPASM	-	68	2.5e-05	35.7	4.8	1	1	1.1e-08	7.3e-05	34.2328872680664	4.84	1	68	243	309	242	309	0.84	4Fe-4S single cluster domain-containing protein		0
A0A1V2M8Q0_9FIRM	A0A1V2M8Q0_9FIRM	367	SPASM	-	68	2.7e-05	35.6	3.9	1	1	6.6e-07	0.0045	28.497091293335	1.74	5	68	260	319	253	319	0.77	Anaerobic sulfatase maturase		0
C0VYG2_9ACTO	C0VYG2_9ACTO	421	SPASM	-	68	2.9e-05	35.5	0.1	1	1	1.1e-08	7.3e-05	34.2185440063477	0.06	5	68	292	353	285	353	0.84	Anaerobic sulfatase maturase		0
A0A1F2P2V6_9EURY	A0A1F2P2V6_9EURY	336	SPASM	-	68	3.0e-05	35.5	0.4	1	1	1.4e-08	9.4e-05	33.8816680908203	0.44	1	64	246	303	246	313	0.80	Fe-S oxidoreductase		0
A0A1Q9GF43_9GAMM	A0A1Q9GF43_9GAMM	415	SPASM	-	68	3.1e-05	35.4	0.5	1	1	1.2e-08	8.0e-05	34.0985336303711	0.46	5	68	289	349	282	349	0.88	Anaerobic sulfatase maturase		0
ANSME_BACTN	ANSME_BACTN	414	SPASM	-	68	3.4e-05	35.3	0.4	1	1	1.5e-08	0.0001	33.7665901184082	0.44	9	68	287	343	276	343	0.86	Anaerobic sulfatase-maturating enzyme		0
A0A1M4Z8Z7_9BACE	A0A1M4Z8Z7_9BACE	414	SPASM	-	68	3.5e-05	35.3	0.6	1	1	1.5e-08	0.0001	33.7917747497559	0.58	9	68	287	343	276	343	0.84	Anaerobic sulfatase-maturation protein		0
A0A174PVJ2_9BACE	A0A174PVJ2_9BACE	414	SPASM	-	68	3.7e-05	35.2	0.5	1	1	1.6e-08	0.00011	33.6750602722168	0.47	9	68	287	343	276	343	0.85	Anaerobic sulfatase-maturase		0
A0A4R1KYQ0_9PAST	A0A4R1KYQ0_9PAST	365	SPASM	-	68	3.9e-05	35.1	1.0	1	1	1.4e-08	9.7e-05	33.8270568847656	0.99	4	67	250	309	244	316	0.79	Uncharacterized protein		0
A0A3L7ZUU3_9BACT	A0A3L7ZUU3_9BACT	414	SPASM	-	68	3.9e-05	35.1	1.2	1	1	9.8e-09	6.6e-05	34.3663940429688	0.17	5	67	284	343	277	344	0.85	Anaerobic sulfatase-maturation protein		0
C4ZNS5_THASP	C4ZNS5_THASP	414	SPASM	-	68	4.2e-05	35.0	0.0	1	1	1.4e-08	9.1e-05	33.9125480651855	0.04	5	68	288	348	281	348	0.88	Radical SAM domain protein		0
A0A0X3VJZ7_STRVO	A0A0X3VJZ7_STRVO	418	SPASM	-	68	4.2e-05	35.0	0.1	1	1	1.2e-08	8.3e-05	34.0409126281738	0.15	4	68	287	349	281	349	0.82	Radical SAM protein		0
K5CE49_9BACE	K5CE49_9BACE	414	SPASM	-	68	4.3e-05	35.0	0.6	1	1	1.9e-08	0.00013	33.4059219360352	0.57	9	68	287	343	276	343	0.85	Anaerobic sulfatase-maturating enzyme		0
A0A0C5WA56_9GAMM	A0A0C5WA56_9GAMM	419	SPASM	-	68	5.4e-05	34.6	0.7	1	1	1.8e-08	0.00012	33.5149421691895	0.65	4	67	285	345	279	346	0.86	Putative arylsulfatase regulator		0
A0A0A8EY55_9ACTN	A0A0A8EY55_9ACTN	311	SPASM	-	68	5.4e-05	34.6	0.1	1	1	2.3e-08	0.00016	33.1753768920898	0.10	1	67	188	259	188	260	0.73	Radical SAM		0
A0A316C966_9FIRM	A0A316C966_9FIRM	370	SPASM	-	68	5.6e-05	34.6	0.3	1	1	2.7e-08	0.00018	32.9628791809082	0.26	5	68	265	324	258	324	0.85	Uncharacterized protein		0
R6N3E3_9BACE	R6N3E3_9BACE	408	SPASM	-	68	5.7e-05	34.6	1.3	1	1	1.5e-08	0.0001	33.780590057373	0.37	6	68	282	341	274	341	0.85	Anaerobic sulfatase maturase		0
A0A1G9NKY4_9RHOB	A0A1G9NKY4_9RHOB	423	SPASM	-	68	5.7e-05	34.6	0.3	1	1	2.4e-08	0.00016	33.110164642334	0.30	5	68	287	347	280	347	0.85	Elp3 domain-containing protein		0
A0A2K4ZJ40_9FIRM	A0A2K4ZJ40_9FIRM	374	SPASM	-	68	5.7e-05	34.6	0.8	1	1	1.3e-06	0.009	27.527042388916	0.21	5	67	263	321	256	322	0.75	Anaerobic sulfatase-maturating enzyme		0
W7YE47_9BACL	W7YE47_9BACL	390	SPASM	-	68	5.8e-05	34.6	0.1	1	1	2.9e-08	0.0002	32.8485641479492	0.06	3	67	323	382	321	383	0.86	AstB/ChuR/NirJ-related protein		0
C3W9P3_FUSMR	C3W9P3_FUSMR	378	SPASM	-	68	6.0e-05	34.5	3.3	1	1	1.1e-08	7.7e-05	34.1440696716309	0.20	5	68	261	320	254	320	0.83	Anaerobic sulfatase maturase		0
A0A4P5PEU9_9ENTE	A0A4P5PEU9_9ENTE	371	SPASM	-	68	6.1e-05	34.5	0.2	1	1	2.9e-08	0.0002	32.8569107055664	0.16	4	68	261	321	255	321	0.86	Radical SAM/SPASM domain-containing protein		0
D0Z3R2_PHODD	D0Z3R2_PHODD	417	SPASM	-	68	6.5e-05	34.4	0.5	1	1	2.3e-08	0.00015	33.1817741394043	0.48	4	68	284	345	278	345	0.85	GALNS arylsulfatase regulator (Fe-S oxidoreductase)		0
E1RBQ9_SEDSS	E1RBQ9_SEDSS	394	SPASM	-	68	6.7e-05	34.4	0.6	1	1	2.2e-08	0.00015	33.2098426818848	0.57	5	68	266	326	259	326	0.88	Radical SAM domain protein		0
A0A4R5JHZ7_9FIRM	A0A4R5JHZ7_9FIRM	335	SPASM	-	68	6.7e-05	34.3	0.0	1	1	8.4e-08	0.00057	31.3664302825928	0.03	1	64	214	267	214	275	0.80	Radical SAM protein (Fragment)		0
A0A420XHR5_9PAST	A0A420XHR5_9PAST	362	SPASM	-	68	7.2e-05	34.2	0.7	1	1	2.5e-08	0.00017	33.0443267822266	0.73	5	68	250	309	243	309	0.83	Uncharacterized protein		0
D8DUH7_PREBR	D8DUH7_PREBR	403	SPASM	-	68	7.7e-05	34.2	1.1	1	1	2.9e-08	0.00019	32.8731307983398	1.08	9	68	284	340	273	340	0.86	Chondroitin sulfate/heparin utilization regulation protein		0
