Target Name	Target Accession	Target Length	Query Name	Query Accession	Query Length	E-value	Score	Bias	Domain Index	Domain Count	Cond. E-value	Domain Ind. E-value	Domain Bit-score	Domain Bias	Query Ali. Start	Query Ali. End	Target Ali. Start	Target Ali. End	Target Env. Start	Target Env. End	Acc	Description	Mapped PDB(s)	Number of Identical Sequences
K8DX29_9FIRM	K8DX29_9FIRM	145	SPASM	-	68	5.5e-10	50.6	0.1	1	1	8.1e-14	5.5e-10	50.64111328125	0.14	1	68	32	110	32	110	0.78	Tungsten-containing aldehyde ferredoxin oxidoreductase cofactor-modifying protein		0
A0A133VBQ3_9EURY	A0A133VBQ3_9EURY	114	SPASM	-	68	5.9e-10	50.5	1.6	1	1	1.3e-13	8.6e-10	50.0226860046387	1.62	5	67	3	65	1	66	0.86	SPASM domain-containing protein		0
A0A1M7IVQ5_9FIRM	A0A1M7IVQ5_9FIRM	268	SPASM	-	68	6.1e-10	50.5	0.4	1	1	2.4e-13	1.6e-09	49.1257476806641	0.24	1	67	196	261	196	262	0.84	Radical SAM additional 4Fe4S-binding SPASM domain-containing protein		0
A8EVU6_ARCB4	A8EVU6_ARCB4	261	SPASM	-	68	6.3e-10	50.4	0.5	1	1	3.2e-13	2.1e-09	48.7420120239258	0.52	1	68	187	253	187	253	0.86	SPASM domain-containing protein		0
A0A1J1LUA0_9CYAN	A0A1J1LUA0_9CYAN	279	SPASM	-	68	7.6e-10	50.2	2.5	1	1	3.5e-13	2.4e-09	48.5891876220703	2.45	1	68	211	278	211	278	0.90	Putative Radical SAM domain protein		0
A0A0F4JS59_9ACTN	A0A0F4JS59_9ACTN	199	SPASM	-	68	1.1e-09	49.6	0.0	1	1	2.5e-13	1.7e-09	49.0758590698242	0.04	1	68	121	188	121	188	0.88	SPASM domain-containing protein		0
A0A4U8SAZ1_9HELI	A0A4U8SAZ1_9HELI	291	SPASM	-	68	1.2e-09	49.6	1.4	1	1	3.7e-13	2.5e-09	48.5122680664062	1.41	1	68	214	280	214	280	0.84	Radical SAM/SPASM domain-containing protein		0
Q7VFD6_HELHP	Q7VFD6_HELHP	304	SPASM	-	68	1.3e-09	49.5	0.8	1	1	4.2e-13	2.8e-09	48.3598251342773	0.81	1	67	232	297	232	298	0.88	SPASM domain-containing protein		0
A4SF21_CHLPM	A4SF21_CHLPM	342	SPASM	-	68	1.4e-09	49.3	0.0	1	1	6.1e-13	4.1e-09	47.8380126953125	0.04	1	67	244	310	244	315	0.86	Radical SAM domain protein		0
A5GCQ1_GEOUR	A5GCQ1_GEOUR	433	SPASM	-	68	1.8e-09	49.0	2.6	1	1	5.8e-13	3.9e-09	47.8962059020996	2.61	1	67	318	395	318	414	0.82	Radical SAM domain protein		0
R5LUF1_9SPIR	R5LUF1_9SPIR	193	SPASM	-	68	2.4e-09	48.6	2.2	1	1	6.7e-13	4.5e-09	47.7004547119141	1.37	5	67	120	188	117	189	0.82	Radical SAM superfamily		0
A0A0Q4R027_9BACL	A0A0Q4R027_9BACL	332	SPASM	-	68	3.1e-09	48.2	1.0	1	1	9.3e-13	6.3e-09	47.2486267089844	0.97	1	67	262	323	262	324	0.91	Radical SAM protein		0
I4ZA47_9BACT	I4ZA47_9BACT	147	SPASM	-	68	3.5e-09	48.1	0.2	1	1	9.5e-13	6.5e-09	47.2114944458008	0.16	1	68	35	102	35	102	0.85	Radical SAM additional 4Fe4S-binding domain protein		0
C6Q0C1_9CLOT	C6Q0C1_9CLOT	230	SPASM	-	68	3.9e-09	47.9	0.7	1	1	1.4e-12	9.8e-09	46.6299743652344	0.66	1	67	157	222	157	223	0.85	Radical SAM domain-containing protein		0
V8CJC8_9HELI	V8CJC8_9HELI	292	SPASM	-	68	4.2e-09	47.8	0.2	1	1	1.1e-12	7.4e-09	47.0182075500488	0.15	1	67	223	288	223	289	0.84	SPASM domain-containing protein		0
C3BT89_9BACI	C3BT89_9BACI	259	SPASM	-	68	4.5e-09	47.7	0.3	1	1	1.6e-12	1.1e-08	46.4674873352051	0.31	1	67	186	251	186	252	0.86	Radical SAM domain protein		0
A0A069DM12_9BACL	A0A069DM12_9BACL	262	SPASM	-	68	5.4e-09	47.4	0.2	1	1	1.6e-12	1.1e-08	46.4681205749512	0.22	1	67	187	252	187	253	0.86	Molybdenum cofactor biosynthesis protein		0
R6EEH9_9BACT	R6EEH9_9BACT	245	SPASM	-	68	5.5e-09	47.4	0.1	1	1	1.8e-12	1.2e-08	46.294620513916	0.14	1	68	134	201	134	201	0.81	Radical SAM additional 4Fe4S-binding domain-containing protein		0
T1DVW9_9HELI	T1DVW9_9HELI	299	SPASM	-	68	5.6e-09	47.4	0.4	1	1	1.8e-12	1.2e-08	46.3169593811035	0.39	1	68	227	293	227	293	0.86	SPASM domain-containing protein		0
A0A4Q1B163_9PROT	A0A4Q1B163_9PROT	260	SPASM	-	68	5.6e-09	47.4	1.5	1	1	1.3e-12	8.8e-09	46.7804107666016	0.21	1	68	187	253	187	253	0.85	Radical SAM protein		0
A0A1W6BYZ9_9PROT	A0A1W6BYZ9_9PROT	285	SPASM	-	68	6.0e-09	47.3	0.4	1	1	1.7e-12	1.2e-08	46.3877067565918	0.41	1	68	211	277	211	277	0.87	Radical SAM superfamily enzyme (SPASM domain)		0
A0A3D8IZ49_9HELI	A0A3D8IZ49_9HELI	290	SPASM	-	68	6.3e-09	47.2	0.7	1	1	1.9e-12	1.3e-08	46.2236709594727	0.72	1	68	220	286	220	286	0.84	Radical SAM protein		0
A0A1Y4MGG7_9FIRM	A0A1Y4MGG7_9FIRM	383	SPASM	-	68	6.9e-09	47.1	5.0	1	1	1.0e-12	6.9e-09	47.1152267456055	4.97	1	68	313	376	313	376	0.89	SPASM domain-containing protein		0
B6BK30_SULGG	B6BK30_SULGG	290	SPASM	-	68	7.8e-09	47.0	2.0	1	1	1.3e-12	8.8e-09	46.7779426574707	0.23	1	67	218	283	218	284	0.81	Radical SAM domain protein		0
A0A286TWV3_9BACT	A0A286TWV3_9BACT	282	SPASM	-	68	7.8e-09	47.0	3.1	1	1	1.1e-12	7.8e-09	46.9533653259277	3.11	1	68	177	242	177	242	0.90	Fe-S oxidoreductase		0
A0A347UAH4_9PROT	A0A347UAH4_9PROT	263	SPASM	-	68	8.0e-09	46.9	1.3	1	1	1.2e-12	8.0e-09	46.9203491210938	1.25	1	68	187	253	187	253	0.84	Radical SAM superfamily protein (SPASM domain)		0
A0A4U8S8I2_9HELI	A0A4U8S8I2_9HELI	293	SPASM	-	68	8.8e-09	46.8	0.4	1	1	3.5e-12	2.4e-08	45.3842620849609	0.40	1	68	217	283	217	283	0.89	Radical SAM/SPASM domain-containing protein		0
A0A0F3GHN2_9BACT	A0A0F3GHN2_9BACT	305	SPASM	-	68	1.0e-08	46.6	0.7	1	1	1.5e-12	1.0e-08	46.5935401916504	0.67	1	68	218	284	218	284	0.87	Radical SAM protein		0
A0A2T5R5R0_9DELT	A0A2T5R5R0_9DELT	393	SPASM	-	68	1.3e-08	46.2	1.4	1	1	1.9e-12	1.3e-08	46.2426528930664	1.39	1	68	276	356	276	356	0.80	Putative metalloenzyme radical SAM/SPASM domain maturase		0
A0A1X9SQG1_9PROT	A0A1X9SQG1_9PROT	277	SPASM	-	68	1.4e-08	46.1	0.6	1	1	2.1e-12	1.4e-08	46.0994186401367	0.60	1	68	205	271	205	271	0.83	Radical SAM superfamily enzyme (SPASM domain)		0
A0A250KMH9_9GAMM	A0A250KMH9_9GAMM	256	SPASM	-	68	1.5e-08	46.1	1.3	1	1	4.5e-12	3.0e-08	45.0590438842773	1.28	1	68	163	231	163	231	0.86	Radical SAM domain protein		0
A0A0D3V551_9BACL	A0A0D3V551_9BACL	243	SPASM	-	68	1.6e-08	46.0	0.1	1	1	5.2e-12	3.5e-08	44.8473281860352	0.13	1	68	162	231	162	231	0.85	SPASM domain-containing protein		0
A0A1B6BAL0_9FIRM	A0A1B6BAL0_9FIRM	314	SPASM	-	68	1.7e-08	45.9	0.1	1	1	6.4e-12	4.4e-08	44.5554656982422	0.12	1	68	201	279	201	279	0.82	Tungsten-containing aldehyde ferredoxin oxidoreductase cofactor-modifying protein		0
A0A0N0UZS4_9DELT	A0A0N0UZS4_9DELT	224	SPASM	-	68	1.7e-08	45.9	0.1	1	1	4.6e-12	3.1e-08	45.0363464355469	0.15	1	68	122	190	122	190	0.83	Radical SAM protein		0
K4M7G2_9EURY	K4M7G2_9EURY	361	SPASM	-	68	1.8e-08	45.8	5.4	1	1	4.0e-12	2.7e-08	45.2153625488281	2.13	1	67	287	349	286	350	0.87	SPASM domain-containing protein		0
Q0P810_CAMJE	Q0P810_CAMJE	305	SPASM	-	68	2.0e-08	45.6	1.9	1	1	4.8e-12	3.3e-08	44.9615135192871	0.46	1	68	231	297	231	297	0.88	Putative radical SAM domain protein		0
A0A1B8J7T3_9HELI	A0A1B8J7T3_9HELI	278	SPASM	-	68	2.0e-08	45.6	0.0	1	1	7.7e-12	5.2e-08	44.3117446899414	0.03	1	67	207	272	207	273	0.85	SPASM domain-containing protein		0
A8RCP1_9FIRM	A8RCP1_9FIRM	249	SPASM	-	68	2.3e-08	45.5	1.5	1	1	6.4e-12	4.4e-08	44.5534057617188	1.46	1	67	174	239	174	240	0.84	SPASM domain-containing protein		0
I7H4Q0_9HELI	I7H4Q0_9HELI	261	SPASM	-	68	2.3e-08	45.5	0.3	1	1	6.9e-12	4.7e-08	44.4496192932129	0.31	3	67	171	234	167	235	0.75	Radical SAM domain-containing protein		0
A0A2K9NWP8_9PROT	A0A2K9NWP8_9PROT	405	SPASM	-	68	2.3e-08	45.4	0.1	1	1	3.4e-12	2.3e-08	45.4237174987793	0.14	1	67	7	70	7	71	0.87	SPASM domain-containing protein		0
A0A4U8UG34_9HELI	A0A4U8UG34_9HELI	243	SPASM	-	68	2.8e-08	45.2	0.9	1	1	1.3e-11	9.0e-08	43.5534629821777	0.91	1	67	151	221	151	222	0.86	Radical SAM/SPASM domain-containing protein		0
A0A268T9G7_9HELI	A0A268T9G7_9HELI	288	SPASM	-	68	3.1e-08	45.0	0.5	1	1	1.3e-11	8.6e-08	43.6076889038086	0.15	1	67	216	281	216	282	0.85	SPASM domain-containing protein		0
A0A0B5BDN5_9DELT	A0A0B5BDN5_9DELT	436	SPASM	-	68	3.9e-08	44.7	0.2	1	1	1.5e-11	1.0e-07	43.3621635437012	0.22	1	67	321	398	321	399	0.82	Radical SAM protein		0
A0A4U8SPX5_9HELI	A0A4U8SPX5_9HELI	285	SPASM	-	68	4.2e-08	44.6	2.0	1	1	1.2e-11	8.4e-08	43.6467704772949	1.97	1	68	211	277	211	277	0.84	Radical SAM/SPASM domain-containing protein		0
A0A377PUE5_9HELI	A0A377PUE5_9HELI	351	SPASM	-	68	5.1e-08	44.3	1.3	1	1	1.9e-11	1.3e-07	43.0689811706543	1.34	1	67	281	346	281	347	0.87	Putative radical SAM domain-containing protein		0
A0A1Z4UT10_9CYAN	A0A1Z4UT10_9CYAN	112	SPASM	-	68	5.2e-08	44.3	0.3	1	1	1.0e-11	7.0e-08	43.8878364562988	0.26	1	68	34	99	34	99	0.88	SPASM domain-containing protein		0
A0A2P2BQ39_9FIRM	A0A2P2BQ39_9FIRM	322	SPASM	-	68	5.2e-08	44.3	1.8	1	1	2.5e-11	1.7e-07	42.6614761352539	1.85	5	68	230	289	223	289	0.85	Anaerobic sulfatase-maturating enzyme		0
A0A2N7TLL8_9GAMM	A0A2N7TLL8_9GAMM	133	SPASM	-	68	5.3e-08	44.3	0.1	1	1	1.2e-11	7.8e-08	43.7436180114746	0.06	1	68	1	66	1	66	0.76	Pyrroloquinoline quinone biosynthesis protein PqqE (Fragment)		0
R5KZ87_9BACT	R5KZ87_9BACT	120	SPASM	-	68	5.4e-08	44.2	0.3	1	1	1.4e-11	9.6e-08	43.460262298584	0.27	7	67	9	64	4	65	0.81	SPASM domain-containing protein		0
A0A3D8HVQ7_9HELI	A0A3D8HVQ7_9HELI	279	SPASM	-	68	5.6e-08	44.2	0.4	1	1	2.3e-11	1.6e-07	42.7704849243164	0.41	1	68	201	267	201	267	0.85	Radical SAM protein		0
A0A345J6W8_9PROT	A0A345J6W8_9PROT	265	SPASM	-	68	5.8e-08	44.2	2.8	1	1	8.5e-12	5.8e-08	44.1604461669922	2.84	1	68	187	253	187	253	0.83	Radical SAM superfamily protein (SPASM domain)		0
B3E578_GEOLS	B3E578_GEOLS	873	SPASM	-	68	6.8e-08	43.9	6.1	1	1	1.0e-11	6.8e-08	43.9420394897461	6.14	1	68	785	856	785	856	0.84	Radical SAM domain protein		0
V8C5U3_9HELI	V8C5U3_9HELI	280	SPASM	-	68	7.1e-08	43.9	0.2	1	1	1.9e-11	1.3e-07	43.0303802490234	0.22	1	67	211	276	211	277	0.80	SPASM domain-containing protein		0
B9TJD4_RICCO	B9TJD4_RICCO	355	SPASM	-	68	7.3e-08	43.8	4.2	1	1	1.8e-11	1.2e-07	43.1297607421875	4.20	1	68	129	196	129	196	0.88	SPASM domain-containing protein		0
A0A2W6MYE3_9HELI	A0A2W6MYE3_9HELI	283	SPASM	-	68	7.4e-08	43.8	0.6	1	1	2.1e-11	1.4e-07	42.9045715332031	0.58	1	68	207	273	207	273	0.86	Radical SAM protein		0
A0A329Z872_9HELI	A0A329Z872_9HELI	112	SPASM	-	68	7.6e-08	43.8	2.5	1	1	1.8e-11	1.2e-07	43.0996284484863	2.48	1	68	21	92	21	92	0.81	SPASM domain-containing protein		0
C5ZXA3_9HELI	C5ZXA3_9HELI	289	SPASM	-	68	7.7e-08	43.8	2.6	1	1	2.6e-11	1.7e-07	42.6287078857422	1.60	1	68	210	276	210	276	0.85	SPASM domain-containing protein		0
A0A329ZDG1_9HELI	A0A329ZDG1_9HELI	281	SPASM	-	68	8.1e-08	43.7	2.4	1	1	2.8e-11	1.9e-07	42.5163497924805	0.79	1	67	205	270	205	271	0.82	SPASM domain-containing protein		0
A0A2H5ZQG0_9BACT	A0A2H5ZQG0_9BACT	130	SPASM	-	68	8.3e-08	43.7	0.0	1	1	1.7e-11	1.1e-07	43.2209358215332	0.02	1	68	26	93	26	93	0.89	SPASM domain-containing protein		0
A0A0A2EGA7_9PORP	A0A0A2EGA7_9PORP	133	SPASM	-	68	8.7e-08	43.6	0.8	1	1	2.4e-11	1.6e-07	42.7320709228516	0.83	1	67	21	88	21	89	0.82	SPASM domain-containing protein		0
A0A401I3T0_9BACL	A0A401I3T0_9BACL	264	SPASM	-	68	8.8e-08	43.6	0.1	1	1	2.5e-11	1.7e-07	42.6808776855469	0.05	1	67	186	251	186	252	0.85	Radical SAM/SPASM domain-containing protein		0
D9Q1G4_ACIS3	D9Q1G4_ACIS3	167	SPASM	-	68	8.8e-08	43.6	0.1	1	1	2.5e-11	1.7e-07	42.6467590332031	0.08	1	67	54	112	54	122	0.84	Radical SAM domain protein		0
A0A1V9FXG3_9BACT	A0A1V9FXG3_9BACT	308	SPASM	-	68	9.1e-08	43.5	1.0	1	1	4.0e-11	2.7e-07	42.0064163208008	0.40	1	67	237	296	237	297	0.90	SPASM domain-containing protein		0
Q2RX61_RHORT	Q2RX61_RHORT	500	SPASM	-	68	1.0e-07	43.4	0.0	1	1	4.2e-11	2.8e-07	41.9492301940918	0.05	1	68	393	459	393	459	0.85	Radical SAM		0
A0A3A9FLV2_9BACT	A0A3A9FLV2_9BACT	237	SPASM	-	68	1.1e-07	43.2	2.2	1	1	4.3e-11	2.9e-07	41.9167709350586	2.15	3	68	139	204	137	204	0.78	SPASM domain-containing protein		0
A0A1B1U423_9HELI	A0A1B1U423_9HELI	281	SPASM	-	68	1.1e-07	43.2	0.4	1	1	3.7e-11	2.5e-07	42.1051063537598	0.38	1	68	209	275	209	275	0.85	SPASM domain-containing protein		0
R5UD14_9BACT	R5UD14_9BACT	215	SPASM	-	68	1.2e-07	43.2	0.6	1	1	3.3e-11	2.2e-07	42.2897033691406	0.23	5	68	87	147	80	147	0.83	Anaerobic sulfatase maturase		0
A0A1L3GR40_9DELT	A0A1L3GR40_9DELT	342	SPASM	-	68	1.4e-07	42.9	0.9	1	1	7.6e-11	5.1e-07	41.1261253356934	0.64	1	68	11	76	11	76	0.88	SPASM domain-containing protein		0
W6K5R1_MAGSQ	W6K5R1_MAGSQ	350	SPASM	-	68	1.5e-07	42.8	0.3	1	1	5.6e-11	3.8e-07	41.5478668212891	0.29	1	67	275	342	275	343	0.84	SPASM domain-containing protein		0
I7GYW1_9HELI	I7GYW1_9HELI	256	SPASM	-	68	1.6e-07	42.8	1.8	1	1	5.4e-11	3.7e-07	41.596809387207	1.80	1	68	153	222	153	222	0.82	SPASM domain-containing protein		0
A0A1G5VRZ1_9FIRM	A0A1G5VRZ1_9FIRM	330	SPASM	-	68	1.6e-07	42.7	0.8	1	1	5.8e-11	3.9e-07	41.4985466003418	0.76	1	68	229	295	229	295	0.85	Radical SAM superfamily protein		0
R7QWR8_9FIRM	R7QWR8_9FIRM	220	SPASM	-	68	1.8e-07	42.6	0.1	1	1	6.7e-11	4.6e-07	41.2893600463867	0.08	1	64	152	210	152	214	0.83	SPASM domain-containing protein		0
A0A090AKA3_9GAMM	A0A090AKA3_9GAMM	310	SPASM	-	68	1.9e-07	42.5	2.3	1	1	1.5e-10	1.0e-06	40.1317901611328	2.27	1	67	227	294	227	295	0.78	Radical SAM domain-containing protein		0
D3UJJ5_HELM1	D3UJJ5_HELM1	312	SPASM	-	68	1.9e-07	42.5	0.2	1	1	5.9e-11	4.0e-07	41.4780883789062	0.25	1	68	223	289	223	289	0.85	Putative radical SAM domain protein		0
A0A239ART9_9DELT	A0A239ART9_9DELT	432	SPASM	-	68	2.1e-07	42.4	0.4	1	1	3.1e-11	2.1e-07	42.3783531188965	0.39	1	67	314	391	314	392	0.81	Putative metalloenzyme radical SAM/SPASM domain maturase		0
G8B1H7_AZOBR	G8B1H7_AZOBR	226	SPASM	-	68	2.1e-07	42.3	1.1	1	1	3.2e-11	2.1e-07	42.3450164794922	1.13	1	66	7	67	7	71	0.86	SPASM domain-containing protein		0
A0A1H1P547_9CELL	A0A1H1P547_9CELL	267	SPASM	-	68	2.1e-07	42.3	0.0	1	1	6.6e-11	4.5e-07	41.3132743835449	0.03	3	68	182	244	177	244	0.85	Radical SAM additional 4Fe4S-binding SPASM domain-containing protein		0
D1B3N5_SULD5	D1B3N5_SULD5	293	SPASM	-	68	2.1e-07	42.3	0.0	1	1	7.7e-11	5.2e-07	41.0932922363281	0.03	1	68	218	284	218	284	0.84	Radical SAM domain protein		0
B0PAX1_9FIRM	B0PAX1_9FIRM	226	SPASM	-	68	2.3e-07	42.3	0.6	1	1	7.6e-11	5.1e-07	41.119930267334	0.35	1	67	155	220	155	221	0.85	SPASM domain-containing protein		0
Q8RBM8_CALS4	Q8RBM8_CALS4	119	SPASM	-	68	2.6e-07	42.1	0.1	1	1	6.4e-11	4.4e-07	41.3518218994141	0.05	1	67	7	66	7	67	0.88	SPASM domain-containing protein		0
A0A2T5G1X0_9SPHN	A0A2T5G1X0_9SPHN	372	SPASM	-	68	2.9e-07	41.9	0.1	1	1	8.0e-11	5.4e-07	41.0513877868652	0.14	1	68	284	362	284	362	0.82	SPASM domain-containing protein		0
G4CWL2_9ACTN	G4CWL2_9ACTN	128	SPASM	-	68	3.0e-07	41.9	0.4	1	1	8.9e-11	6.1e-07	40.8935508728027	0.14	12	68	3	56	1	56	0.90	SPASM domain-containing protein		0
I4Z7L6_9BACT	I4Z7L6_9BACT	478	SPASM	-	68	3.0e-07	41.9	1.1	1	1	1.6e-10	1.1e-06	40.064281463623	1.10	1	67	377	442	377	448	0.82	Radical SAM additional 4Fe4S-binding domain protein		0
U2ITW3_9BACT	U2ITW3_9BACT	478	SPASM	-	68	3.0e-07	41.9	1.1	1	1	1.6e-10	1.1e-06	40.064281463623	1.10	1	67	377	442	377	448	0.82	Radical SAM domain protein		0
S2LAC1_HALAF	S2LAC1_HALAF	151	SPASM	-	68	3.2e-07	41.8	0.0	1	1	7.5e-11	5.1e-07	41.1418495178223	0.03	1	68	19	84	19	84	0.76	SPASM domain-containing protein (Fragment)		0
A0A2T0BN53_9CLOT	A0A2T0BN53_9CLOT	294	SPASM	-	68	3.3e-07	41.7	7.0	1	1	5.9e-11	4.0e-07	41.462043762207	4.68	5	67	232	292	229	293	0.84	SPASM domain-containing protein		0
A0A0F3GJD8_9BACT	A0A0F3GJD8_9BACT	357	SPASM	-	68	3.3e-07	41.7	0.8	1	1	1.6e-10	1.1e-06	40.1129341125488	0.80	1	67	258	325	258	326	0.82	Radical SAM domain protein		0
U7D6E7_9BACT	U7D6E7_9BACT	178	SPASM	-	68	3.5e-07	41.7	0.8	1	1	5.1e-11	3.5e-07	41.6649589538574	0.76	1	68	78	139	78	147	0.77	SPASM domain-containing protein		0
U9VMV2_9CYAN	U9VMV2_9CYAN	326	SPASM	-	68	3.8e-07	41.5	0.7	1	1	9.9e-11	6.7e-07	40.758415222168	0.73	1	67	223	289	223	290	0.79	Radical sam domain protein		0
A0A4U8UB77_9HELI	A0A4U8UB77_9HELI	281	SPASM	-	68	3.9e-07	41.5	0.1	1	1	1.2e-10	8.3e-07	40.4610786437988	0.12	1	68	211	277	211	277	0.82	Radical SAM protein		0
O25292_HELPY	O25292_HELPY	255	SPASM	-	68	3.9e-07	41.5	0.1	1	1	1.6e-10	1.1e-06	40.0507431030273	0.08	1	67	181	246	181	247	0.85	SPASM domain-containing protein		0
