Target Name	Target Accession	Target Length	Query Name	Query Accession	Query Length	E-value	Score	Bias	Domain Index	Domain Count	Cond. E-value	Domain Ind. E-value	Domain Bit-score	Domain Bias	Query Ali. Start	Query Ali. End	Target Ali. Start	Target Ali. End	Target Env. Start	Target Env. End	Acc	Description	Mapped PDB(s)	Number of Identical Sequences
G7Q830_9DELT	G7Q830_9DELT	404	SPASM	-	68	1.0e-10	53.0	0.6	1	1	3.7e-14	2.5e-10	51.7316589355469	0.60	1	67	336	398	336	399	0.87	Radical SAM domain protein		0
A0A1H2DDZ7_9ACTN	A0A1H2DDZ7_9ACTN	366	SPASM	-	68	1.0e-10	53.0	0.2	1	1	3.1e-14	2.1e-10	51.9997062683105	0.21	1	67	290	351	290	352	0.89	Radical SAM additional 4Fe4S-binding SPASM domain-containing protein		0
A0A0P6X309_9CHLR	A0A0P6X309_9CHLR	382	SPASM	-	68	1.0e-10	52.9	0.4	1	1	4.9e-14	3.3e-10	51.3405838012695	0.20	1	68	269	348	269	353	0.80	Elp3 domain-containing protein		0
A0LJW3_SYNFM	A0LJW3_SYNFM	411	SPASM	-	68	1.1e-10	52.9	1.4	1	1	2.4e-13	1.6e-09	49.1601486206055	1.05	1	67	347	405	347	406	0.91	Radical SAM domain protein		0
A0A368YDY3_9FIRM	A0A368YDY3_9FIRM	433	SPASM	-	68	1.2e-10	52.8	1.6	1	1	4.2e-14	2.8e-10	51.5544929504395	0.92	1	67	322	402	322	403	0.83	MoaA/NifB/PqqE/SkfB family radical SAM enzyme		0
E4T8C8_PALPW	E4T8C8_PALPW	339	SPASM	-	68	1.3e-10	52.7	4.7	1	1	4.5e-14	3.0e-10	51.4636917114258	4.69	1	68	271	338	271	338	0.88	Radical SAM domain protein		0
A0A1I2UBD6_9BACT	A0A1I2UBD6_9BACT	485	SPASM	-	68	1.7e-10	52.2	0.2	1	1	7.3e-14	5.0e-10	50.7828063964844	0.21	1	67	378	444	378	445	0.86	Radical SAM additional 4Fe4S-binding SPASM domain-containing protein		0
A0A089KU15_9BACL	A0A089KU15_9BACL	350	SPASM	-	68	1.9e-10	52.1	1.2	1	1	8.1e-14	5.5e-10	50.6398468017578	0.31	1	68	275	340	275	340	0.88	Uncharacterized protein		0
A0A2S8SX87_9BACT	A0A2S8SX87_9BACT	398	SPASM	-	68	2.0e-10	52.1	0.6	1	1	5.9e-14	4.0e-10	51.0900039672852	0.61	4	67	335	391	334	392	0.89	Radical SAM superfamily enzyme, MoaA/NifB/PqqE/SkfB family		0
A0A017RVV2_9CLOT	A0A017RVV2_9CLOT	289	SPASM	-	68	2.1e-10	52.0	1.1	1	1	6.3e-14	4.3e-10	50.9855918884277	0.21	1	67	217	282	217	283	0.86	Fe-S oxidoreductase		0
A3DIH3_HUNT2	A3DIH3_HUNT2	344	SPASM	-	68	2.4e-10	51.8	1.3	1	1	6.9e-14	4.7e-10	50.8600730895996	1.29	1	68	252	318	252	318	0.89	Radical SAM domain protein		0
A0A1Y2K3T4_9PROT	A0A1Y2K3T4_9PROT	346	SPASM	-	68	2.5e-10	51.8	0.5	1	1	1.1e-13	7.3e-10	50.2358779907227	0.49	1	67	266	332	266	333	0.87	Putative Fe-S oxidoreductase		0
A0A3S9T1V8_9FIRM	A0A3S9T1V8_9FIRM	388	SPASM	-	68	2.5e-10	51.7	2.5	1	1	5.3e-13	3.6e-09	48.0172080993652	1.51	1	68	275	341	275	341	0.84	Elp3 domain-containing protein		0
A0A229UKE8_9BACL	A0A229UKE8_9BACL	368	SPASM	-	68	2.6e-10	51.7	0.9	1	1	9.0e-14	6.1e-10	50.4966049194336	0.87	1	67	297	358	297	359	0.92	Radical SAM protein		0
A0A368VR41_9BACL	A0A368VR41_9BACL	369	SPASM	-	68	2.8e-10	51.6	0.7	1	1	8.4e-14	5.7e-10	50.5837249755859	0.70	1	67	297	358	297	359	0.92	Radical SAM protein with 4Fe4S-binding SPASM domain		0
Q30U53_SULDN	Q30U53_SULDN	367	SPASM	-	68	2.8e-10	51.6	2.8	1	1	1.4e-13	9.6e-10	49.8676528930664	2.83	1	68	259	331	259	331	0.87	Radical SAM		0
A0A1X7HF26_9BACL	A0A1X7HF26_9BACL	380	SPASM	-	68	3.2e-10	51.4	1.5	1	1	1.2e-13	8.4e-10	50.0420799255371	0.55	1	68	309	371	309	371	0.90	Radical SAM additional 4Fe4S-binding SPASM domain-containing protein		0
A0A496AXB5_9BACT	A0A496AXB5_9BACT	406	SPASM	-	68	3.4e-10	51.3	1.3	1	1	1.2e-13	7.9e-10	50.1383476257324	1.28	1	67	338	400	338	401	0.89	Radical SAM protein		0
B0K8P4_THEP3	B0K8P4_THEP3	345	SPASM	-	68	4.0e-10	51.1	0.4	1	1	5.9e-14	4.0e-10	51.0773048400879	0.41	1	68	232	310	232	310	0.81	Radical SAM domain protein		0
A0A0K9I5G1_9DELT	A0A0K9I5G1_9DELT	496	SPASM	-	68	4.3e-10	51.0	0.0	1	1	1.5e-13	1.0e-09	49.8076057434082	0.04	1	68	392	454	392	454	0.88	Uncharacterized protein		0
D8F5J0_9DELT	D8F5J0_9DELT	389	SPASM	-	68	4.3e-10	51.0	0.4	1	1	1.6e-13	1.1e-09	49.7266235351562	0.44	1	67	320	383	320	384	0.86	Radical SAM domain protein		0
A6LKC3_THEM4	A6LKC3_THEM4	332	SPASM	-	68	4.6e-10	50.9	0.3	1	1	2.1e-13	1.4e-09	49.3311729431152	0.27	1	68	235	302	235	302	0.88	Radical SAM domain protein		0
A0A2T5Y855_9SPHI	A0A2T5Y855_9SPHI	391	SPASM	-	68	5.4e-10	50.7	0.6	1	1	1.7e-13	1.2e-09	49.5848503112793	0.63	1	68	322	384	322	384	0.90	Radical SAM protein with 4Fe4S-binding SPASM domain		0
S6A653_9CREN	S6A653_9CREN	396	SPASM	-	68	7.0e-10	50.3	0.3	1	1	2.1e-13	1.4e-09	49.3098602294922	0.33	1	68	289	349	289	355	0.84	Elp3 domain-containing protein		0
A0A154BTV4_ANASB	A0A154BTV4_ANASB	292	SPASM	-	68	7.1e-10	50.3	0.9	1	1	3.5e-13	2.3e-09	48.6187705993652	0.86	1	67	219	284	219	285	0.88	Radical SAM protein		0
A0A1X7LUY0_9BACL	A0A1X7LUY0_9BACL	380	SPASM	-	68	7.7e-10	50.2	1.6	1	1	1.6e-13	1.1e-09	49.6832885742188	0.40	1	68	309	371	309	371	0.88	Radical SAM additional 4Fe4S-binding SPASM domain-containing protein		0
T2GGH7_DESGG	T2GGH7_DESGG	405	SPASM	-	68	8.2e-10	50.1	2.3	1	1	2.3e-13	1.6e-09	49.1656303405762	2.31	6	67	342	399	337	400	0.85	Putative Radical SAM domain protein		0
A0A2T1CQP3_9CYAN	A0A2T1CQP3_9CYAN	365	SPASM	-	68	8.8e-10	50.0	0.2	1	1	2.5e-13	1.7e-09	49.0719184875488	0.24	1	68	239	305	239	305	0.80	PqqA peptide cyclase		0
A0A1M6M6F0_9FIRM	A0A1M6M6F0_9FIRM	351	SPASM	-	68	8.9e-10	50.0	3.9	1	1	3.1e-13	2.1e-09	48.761661529541	1.16	1	68	238	316	238	316	0.80	Tungsten cofactor oxidoreducase radical SAM maturase		0
A0A1I4KPZ3_9BACL	A0A1I4KPZ3_9BACL	368	SPASM	-	68	9.2e-10	49.9	0.9	1	1	3.1e-13	2.1e-09	48.759204864502	0.86	1	67	297	358	297	359	0.92	4Fe-4S single cluster domain-containing protein		0
K4L1B0_9FIRM	K4L1B0_9FIRM	426	SPASM	-	68	1.3e-09	49.5	2.0	1	1	1.9e-13	1.3e-09	49.4896774291992	1.97	1	68	315	396	315	396	0.81	Radical SAM domain protein		0
D4W6H6_9FIRM	D4W6H6_9FIRM	291	SPASM	-	68	1.3e-09	49.4	0.1	1	1	5.3e-13	3.6e-09	48.0233116149902	0.10	1	67	220	285	220	286	0.86	Radical SAM domain protein		0
A0A1V1NZK9_9DELT	A0A1V1NZK9_9DELT	309	SPASM	-	68	1.5e-09	49.2	2.0	1	1	9.4e-13	6.3e-09	47.2356224060059	2.03	1	67	245	304	245	305	0.86	Uncharacterized protein		0
G7VAG9_THELD	G7VAG9_THELD	373	SPASM	-	68	1.6e-09	49.2	0.5	1	1	1.7e-12	1.1e-08	46.4367065429688	0.71	1	67	250	327	250	328	0.82	Radical SAM domain protein		0
A0A133UT62_9EURY	A0A133UT62_9EURY	459	SPASM	-	68	1.6e-09	49.1	1.2	1	1	5.7e-13	3.9e-09	47.9182205200195	1.24	1	68	360	419	360	419	0.86	Elp3 domain-containing protein		0
A0A174H7W3_9CLOT	A0A174H7W3_9CLOT	328	SPASM	-	68	1.7e-09	49.1	0.2	1	1	2.2e-12	1.5e-08	46.0639533996582	0.23	1	67	256	317	256	318	0.88	AstB/chuR/nirj-related protein		0
A3DIH8_HUNT2	A3DIH8_HUNT2	337	SPASM	-	68	1.7e-09	49.1	3.6	1	1	7.3e-13	5.0e-09	47.5766525268555	3.63	1	68	247	313	247	313	0.86	Radical SAM domain protein		0
A0A410P440_9BACT	A0A410P440_9BACT	363	SPASM	-	68	2.0e-09	48.9	3.9	1	1	7.0e-13	4.7e-09	47.6499481201172	3.95	1	67	271	337	271	338	0.86	Uncharacterized protein		0
A0A4P6JQI3_9CHLR	A0A4P6JQI3_9CHLR	373	SPASM	-	68	2.3e-09	48.7	0.2	1	1	7.1e-13	4.8e-09	47.6163940429688	0.15	1	67	243	308	243	309	0.77	PqqA peptide cyclase		0
A6KX49_BACV8	A6KX49_BACV8	498	SPASM	-	68	2.3e-09	48.6	0.7	1	1	8.1e-13	5.5e-09	47.4308891296387	0.68	1	67	386	452	386	458	0.78	Involved moaA/nifB/pqqE family protein, involved in molybdenum cofactor biosynthesis		0
R9SK42_9EURY	R9SK42_9EURY	504	SPASM	-	68	2.4e-09	48.6	1.4	1	1	1.8e-12	1.2e-08	46.3037185668945	0.23	1	68	391	455	391	455	0.83	Radical SAM domain-containing protein		0
A0A0Q4RDZ7_9BACL	A0A0Q4RDZ7_9BACL	396	SPASM	-	68	2.9e-09	48.3	0.2	1	1	1.3e-12	8.7e-09	46.8044662475586	0.23	1	68	321	383	321	383	0.87	Radical SAM protein		0
A0A371ATI9_9FIRM	A0A371ATI9_9FIRM	275	SPASM	-	68	3.0e-09	48.3	4.8	1	1	3.3e-12	2.2e-08	45.489860534668	2.34	4	68	199	262	196	262	0.85	Radical SAM/SPASM domain-containing protein		0
A0A1M5NNS8_9BACT	A0A1M5NNS8_9BACT	338	SPASM	-	68	3.2e-09	48.2	0.1	1	1	1.5e-12	1.0e-08	46.5780410766602	0.13	1	67	269	328	269	329	0.93	Radical SAM additional 4Fe4S-binding SPASM domain-containing protein		0
A0A1X7NUH2_AZOLI	A0A1X7NUH2_AZOLI	361	SPASM	-	68	3.4e-09	48.1	0.3	1	1	1.2e-12	8.2e-09	46.8784217834473	0.28	1	67	288	349	288	350	0.90	Radical SAM additional 4Fe4S-binding SPASM domain-containing protein		0
R9JMQ3_9FIRM	R9JMQ3_9FIRM	330	SPASM	-	68	3.6e-09	48.0	3.6	1	1	1.9e-12	1.3e-08	46.2705688476562	3.59	1	67	256	321	256	322	0.91	Radical SAM additional 4Fe4S-binding SPASM domain-containing protein		0
A0A1H5BZA8_9RHOB	A0A1H5BZA8_9RHOB	373	SPASM	-	68	3.6e-09	48.0	0.0	1	1	9.9e-13	6.7e-09	47.1632270812988	0.03	1	68	247	312	247	312	0.78	PqqA peptide cyclase		0
Q5WKR5_BACSK	Q5WKR5_BACSK	414	SPASM	-	68	3.9e-09	47.9	3.4	1	1	1.5e-12	9.8e-09	46.6248588562012	3.37	1	67	294	354	293	368	0.81	Elp3 domain-containing protein		0
A0A0P6X252_9CHLR	A0A0P6X252_9CHLR	426	SPASM	-	68	3.9e-09	47.9	1.8	1	1	7.8e-13	5.3e-09	47.4985046386719	0.51	1	67	343	401	343	402	0.90	Elp3 domain-containing protein		0
